Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Temp_Difference,Power,Tool_Wear_Percent
2,301.5,310.5,1774,25.5,121,9.0,45237.0,48.4
1,301.4,311.2,1355,50.6,37,9.800000000000011,68563.0,14.799999999999999
2,300.3,311.5,1400,43.8,0,11.199999999999989,61319.99999999999,0.0
1,297.9,308.1,1585,33.5,212,10.200000000000045,53097.5,84.8
1,301.9,310.9,1309,48.0,124,9.0,62832.0,49.6
1,297.4,308.4,1531,41.5,213,11.0,63536.5,85.2
1,296.6,307.6,1542,37.4,88,11.0,57670.799999999996,35.199999999999996
1,298.1,308.3,1301,56.0,63,10.199999999999989,72856.0,25.2
2,300.6,312.1,1293,52.3,49,11.5,67623.9,19.6
1,297.4,309.3,1332,53.2,115,11.900000000000034,70862.40000000001,46.0
1,299.8,310.6,1707,32.5,124,10.800000000000011,55477.5,49.6
2,299.8,309.4,1412,47.8,130,9.599999999999966,67493.59999999999,52.0
1,302.3,311.1,1630,35.6,183,8.800000000000011,58028.0,73.2
2,302.9,312.2,1745,25.5,98,9.300000000000011,44497.5,39.2
2,302.3,311.1,1295,57.1,146,8.800000000000011,73944.5,58.4
2,298.5,309.3,1692,26.7,118,10.800000000000011,45176.4,47.199999999999996
1,303.6,312.4,1363,53.1,7,8.799999999999955,72375.3,2.8000000000000003
1,300.6,309.5,1576,38.8,124,8.899999999999977,61148.799999999996,49.6
2,298.2,308.7,1269,60.9,163,10.5,77282.09999999999,65.2
1,298.2,307.8,1355,51.3,70,9.600000000000023,69511.5,28.000000000000004
1,301.7,310.8,1622,37.8,0,9.100000000000023,61311.6,0.0
0,304.2,313.5,1684,29.8,156,9.300000000000011,50183.200000000004,62.4
1,299.7,309.3,1592,34.2,8,9.600000000000023,54446.4,3.2
1,299.7,309.2,1422,40.4,140,9.5,57448.799999999996,56.00000000000001
1,299.3,308.7,1408,48.7,85,9.399999999999977,68569.6,34.0
0,297.3,308.3,1935,19.3,24,11.0,37345.5,9.6
2,298.1,309.6,1549,38.7,43,11.5,59946.3,17.2
1,298.5,309.6,1724,26.4,100,11.100000000000023,45513.6,40.0
0,297.3,308.7,1430,42.8,153,11.399999999999977,61203.99999999999,61.199999999999996
1,300.8,312.5,1434,50.7,121,11.699999999999989,72703.8,48.4
2,296.9,307.9,1979,20.4,68,11.0,40371.6,27.200000000000003
1,298.3,308.0,1451,47.1,196,9.699999999999989,68342.1,78.4
1,299.5,310.0,1502,38.5,52,10.5,57827.0,20.8
1,299.1,310.4,1428,46.9,87,11.299999999999955,66973.2,34.8
1,299.7,311.0,1827,25.4,194,11.300000000000011,46405.799999999996,77.60000000000001
1,298.9,308.5,1459,43.1,147,9.600000000000023,62882.9,58.8
0,300.7,312.4,1457,47.2,74,11.699999999999989,68770.40000000001,29.599999999999998
1,298.0,308.2,1469,45.5,214,10.199999999999989,66839.5,85.6
1,298.1,309.9,1634,30.0,53,11.799999999999955,49020.0,21.2
1,301.0,311.3,1349,47.0,71,10.300000000000011,63403.0,28.4
1,301.9,310.4,1376,54.9,126,8.5,75542.4,50.4
1,298.3,308.5,1362,53.8,164,10.199999999999989,73275.59999999999,65.60000000000001
2,297.4,309.0,1685,30.7,177,11.600000000000023,51729.5,70.8
1,302.3,311.3,1621,31.6,135,9.0,51223.600000000006,54.0
1,298.7,309.2,1586,31.4,180,10.5,49800.399999999994,72.0
1,298.3,308.6,1447,38.1,146,10.300000000000011,55130.700000000004,58.4
2,302.3,311.8,1363,54.0,119,9.5,73602.0,47.599999999999994
1,299.8,309.4,1555,34.8,122,9.599999999999966,54113.99999999999,48.8
1,297.3,308.3,1538,38.5,47,11.0,59213.0,18.8
2,299.8,309.1,1355,56.7,7,9.300000000000011,76828.5,2.8000000000000003
1,301.5,310.7,1426,46.1,81,9.199999999999989,65738.6,32.4
2,301.8,310.0,1781,23.9,198,8.199999999999989,42565.899999999994,79.2
2,300.6,310.3,1614,32.7,0,9.699999999999989,52777.8,0.0
2,298.1,309.0,1661,38.2,82,10.899999999999977,63450.200000000004,32.800000000000004
1,297.6,309.1,1503,38.9,157,11.5,58466.7,62.8
1,302.0,310.4,1568,39.2,112,8.399999999999977,61465.600000000006,44.800000000000004
1,298.9,310.1,1571,36.8,78,11.200000000000045,57812.799999999996,31.2
1,299.0,308.8,1310,50.7,112,9.800000000000011,66417.0,44.800000000000004
1,300.9,310.4,1615,30.9,200,9.5,49903.5,80.0
1,301.3,311.0,1582,35.6,202,9.699999999999989,56319.200000000004,80.80000000000001
1,302.3,310.9,1596,33.5,104,8.599999999999966,53466.0,41.6
1,300.0,311.3,1484,53.2,158,11.300000000000011,78948.8,63.2
1,300.2,311.6,1529,35.5,21,11.400000000000034,54279.5,8.4
1,296.7,307.8,1400,47.5,3,11.100000000000023,66500.0,1.2
1,302.5,310.3,1549,40.9,170,7.800000000000011,63354.1,68.0
1,297.5,308.6,1552,44.9,77,11.100000000000023,69684.8,30.8
1,300.0,309.3,1972,22.0,175,9.300000000000011,43384.0,70.0
1,297.0,308.1,1362,52.5,213,11.100000000000023,71505.0,85.2
0,299.9,311.2,1364,49.6,50,11.300000000000011,67654.40000000001,20.0
1,302.3,310.9,1403,47.2,173,8.599999999999966,66221.6,69.19999999999999
1,297.1,308.4,1726,28.4,202,11.299999999999955,49018.399999999994,80.80000000000001
1,302.5,310.2,1454,43.0,108,7.699999999999989,62522.0,43.2
1,301.1,311.0,1918,21.7,28,9.899999999999977,41620.6,11.200000000000001
2,302.0,310.5,1425,44.7,76,8.5,63697.50000000001,30.4
1,297.6,308.3,1478,42.3,193,10.699999999999989,62519.399999999994,77.2
1,302.6,310.6,1549,37.5,199,8.0,58087.5,79.60000000000001
2,302.3,311.4,1855,23.9,43,9.099999999999966,44334.5,17.2
2,300.9,311.3,1801,24.6,100,10.400000000000034,44304.600000000006,40.0
0,301.8,311.1,1543,36.4,120,9.300000000000011,56165.2,48.0
1,296.3,307.3,1372,57.7,33,11.0,79164.40000000001,13.200000000000001
1,302.8,312.4,1376,57.1,8,9.599999999999966,78569.6,3.2
2,298.0,307.5,1431,52.9,92,9.5,75699.9,36.8
1,298.4,310.0,1554,37.3,103,11.600000000000023,57964.2,41.199999999999996
1,300.8,311.7,1753,29.0,8,10.899999999999977,50837.0,3.2
0,302.2,311.1,1553,34.1,89,8.900000000000034,52957.3,35.6
1,301.3,311.2,1668,30.1,18,9.899999999999977,50206.8,7.199999999999999
1,300.1,309.4,1464,41.7,30,9.299999999999955,61048.8,12.0
1,299.2,309.9,1516,41.4,219,10.699999999999989,62762.4,87.6
1,297.6,309.0,1528,33.8,22,11.399999999999977,51646.399999999994,8.799999999999999
1,301.0,312.3,1424,43.5,136,11.300000000000011,61944.0,54.400000000000006
1,299.4,310.5,1749,28.1,179,11.100000000000023,49146.9,71.6
1,298.9,309.1,1452,45.5,196,10.200000000000045,66066.0,78.4
1,300.6,309.8,1502,42.4,133,9.199999999999989,63684.799999999996,53.2
1,298.3,308.9,1708,27.3,170,10.599999999999966,46628.4,68.0
2,301.7,311.0,1505,37.1,190,9.300000000000011,55835.5,76.0
2,303.5,311.6,1562,34.2,107,8.100000000000023,53420.4,42.8
1,299.0,309.9,1548,34.5,214,10.899999999999977,53406.0,85.6
1,298.8,308.9,1402,37.9,2,10.099999999999966,53135.799999999996,0.8
1,300.2,311.7,1553,41.3,44,11.5,64138.899999999994,17.599999999999998
1,303.4,311.7,1406,47.1,213,8.300000000000011,66222.6,85.2
2,302.3,310.8,1611,31.8,169,8.5,51229.8,67.60000000000001
1,297.9,309.1,1442,50.3,24,11.200000000000045,72532.59999999999,9.6
1,303.0,312.3,1932,21.9,132,9.300000000000011,42310.799999999996,52.800000000000004
1,297.3,308.3,1494,38.2,14,11.0,57070.8,5.6000000000000005
2,300.2,309.4,1501,40.0,48,9.199999999999989,60040.0,19.2
1,297.6,308.3,1438,47.8,84,10.699999999999989,68736.4,33.6
1,301.7,310.8,1385,50.7,133,9.100000000000023,70219.5,53.2
1,298.3,309.1,1421,47.4,33,10.800000000000011,67355.4,13.200000000000001
1,296.8,307.6,1398,46.7,144,10.800000000000011,65286.600000000006,57.599999999999994
1,299.2,308.9,1588,41.5,150,9.699999999999989,65902.0,60.0
1,302.2,310.6,1632,30.5,122,8.400000000000034,49776.0,48.8
1,299.5,309.3,1422,49.2,179,9.800000000000011,69962.40000000001,71.6
1,301.3,310.6,1416,45.2,88,9.300000000000011,64003.200000000004,35.199999999999996
2,297.9,307.5,1642,32.4,126,9.600000000000023,53200.799999999996,50.4
1,304.0,313.1,1564,50.9,119,9.100000000000023,79607.59999999999,47.599999999999994
1,298.1,308.5,1498,49.4,5,10.399999999999977,74001.2,2.0
1,300.5,312.0,1453,45.1,151,11.5,65530.3,60.4
1,303.3,312.2,1506,40.0,50,8.899999999999977,60240.0,20.0
0,300.9,310.6,1686,27.7,176,9.700000000000045,46702.2,70.39999999999999
1,302.3,311.1,1546,33.1,156,8.800000000000011,51172.600000000006,62.4
2,297.6,309.2,1442,48.1,0,11.599999999999966,69360.2,0.0
1,301.9,309.8,1507,44.7,131,7.900000000000034,67362.90000000001,52.400000000000006
2,302.4,310.5,1372,45.7,144,8.100000000000023,62700.4,57.599999999999994
0,300.9,311.2,1518,35.0,90,10.300000000000011,53130.0,36.0
2,304.1,313.5,1587,33.6,108,9.399999999999977,53323.200000000004,43.2
1,297.5,308.5,1340,57.4,143,11.0,76916.0,57.199999999999996
2,300.5,311.5,1370,56.1,7,11.0,76857.0,2.8000000000000003
1,295.6,306.2,1263,61.8,27,10.599999999999966,78053.4,10.8
2,298.8,310.3,1573,41.8,91,11.5,65751.4,36.4
1,301.4,310.7,1436,54.1,90,9.300000000000011,77687.6,36.0
2,300.9,312.1,1297,48.6,76,11.200000000000045,63034.200000000004,30.4
1,300.6,309.5,2025,21.4,64,8.899999999999977,43335.0,25.6
2,299.0,309.0,1351,52.2,44,10.0,70522.2,17.599999999999998
1,298.1,309.9,1563,32.8,51,11.799999999999955,51266.399999999994,20.4
1,301.3,311.1,1454,40.3,191,9.800000000000011,58596.2,76.4
0,297.5,308.4,1490,39.7,34,10.899999999999977,59153.00000000001,13.600000000000001
2,297.0,307.9,1412,47.4,112,10.899999999999977,66928.8,44.800000000000004
0,301.4,310.6,1674,33.6,49,9.200000000000045,56246.4,19.6
1,303.8,313.0,1427,43.0,0,9.199999999999989,61361.0,0.0
1,300.2,311.8,1436,48.2,175,11.600000000000023,69215.2,70.0
0,300.2,309.9,1906,22.9,165,9.699999999999989,43647.399999999994,66.0
2,297.6,308.6,1414,45.4,138,11.0,64195.6,55.2
1,302.9,311.1,1555,33.9,96,8.200000000000045,52714.5,38.4
2,304.2,313.7,2113,18.4,139,9.5,38879.2,55.60000000000001
0,302.2,311.1,1476,39.6,96,8.900000000000034,58449.6,38.4
1,298.8,309.8,1663,28.2,67,11.0,46896.6,26.8
1,300.6,311.3,1531,38.5,0,10.699999999999989,58943.5,0.0
2,295.6,306.1,1462,49.2,158,10.5,71930.40000000001,63.2
0,300.0,309.7,1529,42.4,107,9.699999999999989,64829.6,42.8
2,301.5,310.7,1336,65.6,0,9.199999999999989,87641.59999999999,0.0
1,302.1,311.2,1422,50.3,146,9.099999999999966,71526.59999999999,58.4
1,301.3,310.9,2165,17.4,143,9.599999999999966,37671.0,57.199999999999996
2,298.5,309.0,1921,22.0,196,10.5,42262.0,78.4
1,297.4,308.6,1276,53.6,103,11.200000000000045,68393.6,41.199999999999996
2,299.8,309.1,1456,39.4,209,9.300000000000011,57366.4,83.6
1,301.5,310.5,1351,52.9,116,9.0,71467.9,46.400000000000006
2,297.4,308.0,1601,34.6,181,10.600000000000023,55394.600000000006,72.39999999999999
1,298.1,307.7,2567,12.8,125,9.599999999999966,32857.6,50.0
1,298.9,310.0,1422,43.6,78,11.100000000000023,61999.200000000004,31.2
1,298.8,309.8,1334,49.3,42,11.0,65766.2,16.8
1,298.8,309.7,1505,39.0,131,10.899999999999977,58695.0,52.400000000000006
1,302.4,312.1,1455,40.4,28,9.700000000000045,58782.0,11.200000000000001
2,298.7,310.3,1495,38.7,88,11.600000000000023,57856.50000000001,35.199999999999996
1,300.0,310.1,1477,34.6,195,10.100000000000023,51104.200000000004,78.0
1,298.4,308.0,1526,41.1,162,9.600000000000023,62718.6,64.8
2,297.4,308.4,1478,46.2,95,11.0,68283.6,38.0
2,301.5,311.0,1577,39.7,118,9.5,62606.9,47.199999999999996
0,300.4,309.4,1530,40.4,112,9.0,61812.0,44.800000000000004
1,302.3,310.7,1612,33.4,139,8.399999999999977,53840.799999999996,55.60000000000001
1,298.2,308.1,1382,43.5,37,9.900000000000034,60117.0,14.799999999999999
2,301.7,309.9,1434,47.9,189,8.199999999999989,68688.59999999999,75.6
1,301.7,310.9,1636,31.3,42,9.199999999999989,51206.8,16.8
1,297.7,309.1,1477,38.3,60,11.400000000000034,56569.1,24.0
1,299.8,309.1,1546,35.6,93,9.300000000000011,55037.600000000006,37.2
1,302.2,311.0,1463,46.8,150,8.800000000000011,68468.4,60.0
2,297.1,307.9,1662,26.9,183,10.799999999999955,44707.799999999996,73.2
2,302.1,311.1,1450,51.6,86,9.0,74820.0,34.4
1,299.2,308.5,1374,53.6,143,9.300000000000011,73646.40000000001,57.199999999999996
1,298.4,308.7,1386,44.9,135,10.300000000000011,62231.4,54.0
2,301.5,310.5,1737,29.3,114,9.0,50894.1,45.6
1,298.4,309.2,1425,45.5,11,10.800000000000011,64837.5,4.3999999999999995
0,299.2,308.7,1448,51.4,173,9.5,74427.2,69.19999999999999
1,299.0,308.7,1426,38.6,16,9.699999999999989,55043.6,6.4
2,296.8,307.4,1472,43.9,30,10.599999999999966,64620.799999999996,12.0
1,301.9,310.9,1574,31.4,27,9.0,49423.6,10.8
1,300.3,310.7,1539,32.3,123,10.399999999999977,49709.7,49.2
1,299.0,310.2,1490,41.1,54,11.199999999999989,61239.0,21.6
1,301.9,310.3,1485,46.3,24,8.400000000000034,68755.5,9.6
1,301.4,311.1,1472,44.5,159,9.700000000000045,65504.0,63.6
2,300.9,310.8,1452,43.6,185,9.900000000000034,63307.200000000004,74.0
0,298.7,309.5,1453,40.4,108,10.800000000000011,58701.2,43.2
1,300.6,310.6,1454,39.7,67,10.0,57723.8,26.8
2,298.8,309.7,1459,47.3,141,10.899999999999977,69010.7,56.39999999999999
2,302.5,310.3,1710,27.3,186,7.800000000000011,46683.0,74.4
0,296.9,307.5,1397,48.3,22,10.600000000000023,67475.09999999999,8.799999999999999
2,302.1,310.7,1608,30.3,81,8.599999999999966,48722.4,32.4
0,302.5,311.5,1626,36.0,44,9.0,58536.0,17.599999999999998
1,299.0,310.1,1618,29.2,62,11.100000000000023,47245.6,24.8
1,302.2,310.6,1334,53.2,159,8.400000000000034,70968.8,63.6
2,300.1,310.1,1443,49.3,61,10.0,71139.9,24.4
1,296.5,307.3,1501,42.1,162,10.800000000000011,63192.1,64.8
1,298.3,308.3,1432,46.9,65,10.0,67160.8,26.0
0,297.4,308.5,1469,45.1,63,11.100000000000023,66251.90000000001,25.2
0,302.6,311.5,1629,34.4,228,8.899999999999977,56037.6,91.2
2,298.3,308.4,1539,43.4,69,10.099999999999966,66792.59999999999,27.6
2,300.0,309.1,1624,30.8,155,9.100000000000023,50019.200000000004,62.0
1,299.0,308.7,1537,42.8,202,9.699999999999989,65783.59999999999,80.80000000000001
2,298.9,308.7,1402,49.8,167,9.800000000000011,69819.59999999999,66.8
1,298.1,308.0,1426,46.0,61,9.899999999999977,65596.0,24.4
1,298.0,308.7,1511,45.8,114,10.699999999999989,69203.8,45.6
2,295.6,306.2,1435,51.6,126,10.599999999999966,74046.0,50.4
2,301.6,310.7,1791,23.8,81,9.099999999999966,42625.8,32.4
2,300.6,311.9,1629,35.3,0,11.299999999999955,57503.7,0.0
1,303.8,312.9,1514,34.3,180,9.099999999999966,51930.2,72.0
1,302.0,310.5,1978,22.0,106,8.5,43516.0,42.4
2,298.6,309.7,1635,32.2,110,11.099999999999966,52647.00000000001,44.0
2,297.9,308.1,1627,31.4,209,10.200000000000045,51087.799999999996,83.6
1,303.4,311.8,1564,35.9,171,8.400000000000034,56147.6,68.4
1,299.1,310.1,1435,48.8,229,11.0,70028.0,91.60000000000001
0,300.4,309.3,1396,51.2,54,8.900000000000034,71475.2,21.6
1,301.1,310.4,1874,24.8,47,9.299999999999955,46475.200000000004,18.8
1,298.0,308.0,1433,39.2,87,10.0,56173.600000000006,34.8
2,300.0,309.3,1407,43.9,138,9.300000000000011,61767.299999999996,55.2
2,302.3,311.8,1475,48.0,180,9.5,70800.0,72.0
1,302.8,310.8,1516,39.5,23,8.0,59882.0,9.2
1,299.1,308.3,1559,33.7,30,9.199999999999989,52538.3,12.0
2,299.0,310.0,1337,57.4,146,11.0,76743.8,58.4
2,300.5,311.4,1390,51.9,68,10.899999999999977,72141.0,27.200000000000003
2,303.7,312.4,1540,37.4,146,8.699999999999989,57596.0,58.4
2,302.8,312.3,1432,49.0,218,9.5,70168.0,87.2
2,302.3,310.1,1563,37.8,31,7.800000000000011,59081.399999999994,12.4
2,302.2,311.0,1436,47.0,187,8.800000000000011,67492.0,74.8
1,298.1,309.0,1497,40.5,58,10.899999999999977,60628.5,23.200000000000003
1,297.3,307.9,1579,34.4,193,10.599999999999966,54317.6,77.2
1,302.6,310.4,1638,36.2,84,7.7999999999999545,59295.600000000006,33.6
1,302.1,311.0,1364,50.0,205,8.899999999999977,68200.0,82.0
1,301.0,311.2,1412,42.1,64,10.199999999999989,59445.200000000004,25.6
2,296.9,307.5,1556,31.2,116,10.600000000000023,48547.2,46.400000000000006
2,298.2,308.9,1408,38.8,20,10.699999999999989,54630.399999999994,8.0
0,297.1,308.3,1492,41.5,141,11.199999999999989,61918.0,56.39999999999999
1,302.3,311.4,1570,37.2,15,9.099999999999966,58404.00000000001,6.0
1,298.9,309.9,1500,44.2,115,11.0,66300.0,46.0
1,298.5,309.4,1911,21.5,164,10.899999999999977,41086.5,65.60000000000001
1,298.9,310.1,1944,23.4,192,11.200000000000045,45489.6,76.8
1,300.5,311.6,1575,32.5,168,11.100000000000023,51187.5,67.2
1,301.9,310.5,1340,55.7,204,8.600000000000023,74638.0,81.6
0,298.3,309.1,1430,40.9,162,10.800000000000011,58487.0,64.8
0,303.8,312.5,1748,25.1,175,8.699999999999989,43874.8,70.0
1,297.9,307.7,1546,37.6,72,9.800000000000011,58129.600000000006,28.799999999999997
1,300.9,310.7,1468,36.2,208,9.800000000000011,53141.600000000006,83.2
1,298.8,308.5,1446,37.0,11,9.699999999999989,53502.0,4.3999999999999995
1,300.9,310.8,1476,39.0,10,9.900000000000034,57564.0,4.0
1,303.0,312.5,1461,40.2,127,9.5,58732.200000000004,50.8
0,304.0,313.1,1408,39.8,132,9.100000000000023,56038.399999999994,52.800000000000004
1,301.5,311.1,2076,18.7,103,9.600000000000023,38821.2,41.199999999999996
2,300.6,311.6,1473,31.5,69,11.0,46399.5,27.6
2,297.2,308.6,1404,43.7,160,11.400000000000034,61354.8,64.0
2,303.8,312.7,1364,49.3,167,8.899999999999977,67245.2,66.8
1,297.5,308.7,1453,37.6,112,11.199999999999989,54632.8,44.800000000000004
1,303.4,312.3,1540,38.7,96,8.900000000000034,59598.00000000001,38.4
1,296.2,307.2,1356,43.6,22,11.0,59121.6,8.799999999999999
1,300.5,309.8,1445,43.9,164,9.300000000000011,63435.5,65.60000000000001
1,297.1,308.5,1555,36.2,0,11.399999999999977,56291.00000000001,0.0
0,297.6,309.5,1623,33.1,224,11.899999999999977,53721.3,89.60000000000001
2,300.6,309.8,1659,28.9,127,9.199999999999989,47945.1,50.8
0,296.6,307.7,1654,31.0,91,11.099999999999966,51274.0,36.4
2,300.8,310.9,1522,46.2,56,10.099999999999966,70316.40000000001,22.400000000000002
2,299.5,308.7,1321,51.9,114,9.199999999999989,68559.9,45.6
1,303.5,311.8,1451,45.2,173,8.300000000000011,65585.2,69.19999999999999
1,303.2,311.4,1610,35.5,63,8.199999999999989,57155.0,25.2
2,298.1,308.9,1353,46.2,173,10.799999999999955,62508.600000000006,69.19999999999999
1,297.9,307.6,1550,39.0,35,9.700000000000045,60450.0,14.000000000000002
2,301.2,310.4,1382,41.6,117,9.199999999999989,57491.200000000004,46.800000000000004
2,301.4,311.2,1541,36.3,28,9.800000000000011,55938.299999999996,11.200000000000001
1,302.6,311.7,1542,34.1,137,9.099999999999966,52582.200000000004,54.800000000000004
1,302.6,311.0,2001,20.7,137,8.399999999999977,41420.7,54.800000000000004
2,300.9,311.0,1556,38.8,127,10.100000000000023,60372.799999999996,50.8
2,303.7,312.6,1429,43.3,189,8.900000000000034,61875.7,75.6
2,297.2,307.9,1747,29.0,188,10.699999999999989,50663.0,75.2
2,303.0,312.2,1257,71.3,122,9.199999999999989,89624.09999999999,48.8
1,299.8,309.7,1431,40.3,101,9.899999999999977,57669.299999999996,40.400000000000006
2,300.9,310.6,1709,29.2,158,9.700000000000045,49902.799999999996,63.2
0,303.7,312.9,1460,49.8,2,9.199999999999989,72708.0,0.8
1,297.5,308.9,1443,43.5,0,11.399999999999977,62770.5,0.0
1,300.3,311.8,1508,43.1,57,11.5,64994.8,22.8
2,297.3,308.3,1657,31.1,8,11.0,51532.700000000004,3.2
1,297.5,308.3,1544,40.8,37,10.800000000000011,62995.2,14.799999999999999
1,297.3,308.4,1459,39.4,59,11.099999999999966,57484.6,23.599999999999998
1,299.1,310.0,1394,46.6,27,10.899999999999977,64960.4,10.8
0,299.7,309.6,1553,41.0,179,9.900000000000034,63673.0,71.6
1,301.2,310.8,1711,28.9,38,9.600000000000023,49447.899999999994,15.2
1,296.4,307.3,1487,37.5,83,10.900000000000034,55762.5,33.2
1,301.2,311.2,1558,34.1,204,10.0,53127.8,81.6
1,302.9,312.4,1561,34.8,150,9.5,54322.799999999996,60.0
1,299.1,308.8,1429,50.1,84,9.699999999999989,71592.90000000001,33.6
1,300.5,311.6,1447,45.4,204,11.100000000000023,65693.8,81.6
2,302.2,310.9,1302,53.4,58,8.699999999999989,69526.8,23.200000000000003
1,301.8,310.9,1449,36.5,33,9.099999999999966,52888.5,13.200000000000001
1,304.2,313.4,1457,49.4,96,9.199999999999989,71975.8,38.4
2,299.7,310.5,1594,35.4,134,10.800000000000011,56427.6,53.6
2,301.6,310.6,1553,38.9,0,9.0,60411.7,0.0
1,299.7,309.4,1650,29.8,93,9.699999999999989,49170.0,37.2
2,298.5,309.4,1522,47.4,20,10.899999999999977,72142.8,8.0
2,301.7,310.9,1435,48.0,66,9.199999999999989,68880.0,26.400000000000002
1,302.5,310.5,1507,39.5,147,8.0,59526.5,58.8
2,299.7,309.6,1540,34.4,91,9.900000000000034,52976.0,36.4
0,298.6,309.7,1463,39.1,66,11.099999999999966,57203.3,26.400000000000002
1,299.8,309.7,1624,34.2,96,9.899999999999977,55540.8,38.4
1,299.0,310.4,1371,53.8,228,11.399999999999977,73759.8,91.2
2,303.9,313.3,1507,34.3,161,9.400000000000034,51690.1,64.4
2,303.6,312.3,1698,31.3,100,8.699999999999989,53147.4,40.0
2,301.5,311.1,1507,38.6,149,9.600000000000023,58170.200000000004,59.599999999999994
1,297.3,308.6,1358,47.6,110,11.300000000000011,64640.8,44.0
1,300.2,311.6,1767,26.4,20,11.400000000000034,46648.799999999996,8.0
1,297.7,308.8,1896,24.5,186,11.100000000000023,46452.0,74.4
1,297.4,309.1,1380,41.1,152,11.700000000000045,56718.0,60.8
1,298.7,310.0,1555,32.6,197,11.300000000000011,50693.0,78.8
1,298.8,310.1,1481,47.4,187,11.300000000000011,70199.4,74.8
1,302.3,311.5,1794,26.1,7,9.199999999999989,46823.4,2.8000000000000003
2,298.8,308.7,1498,39.5,89,9.899999999999977,59171.0,35.6
1,299.2,310.3,1440,47.0,21,11.100000000000023,67680.0,8.4
1,302.8,312.3,1764,29.9,162,9.5,52743.6,64.8
1,298.8,309.4,1387,54.1,171,10.599999999999966,75036.7,68.4
2,298.9,310.3,1551,35.2,50,11.400000000000034,54595.200000000004,20.0
1,302.4,311.8,1648,30.0,122,9.400000000000034,49440.0,48.8
1,303.3,311.7,1539,38.5,221,8.399999999999977,59251.5,88.4
1,299.6,310.1,2057,20.4,60,10.5,41962.799999999996,24.0
1,300.9,310.8,1729,30.2,53,9.900000000000034,52215.799999999996,21.2
1,301.7,310.9,1608,33.0,160,9.199999999999989,53064.0,64.0
1,298.6,309.6,1563,35.0,21,11.0,54705.0,8.4
1,298.1,307.5,1493,43.7,153,9.399999999999977,65244.100000000006,61.199999999999996
2,298.9,308.6,1517,39.8,114,9.700000000000045,60376.6,45.6
1,297.3,307.9,1797,24.7,75,10.599999999999966,44385.9,30.0
1,297.9,309.7,2194,16.8,27,11.800000000000011,36859.200000000004,10.8
1,300.6,309.7,1617,33.2,185,9.099999999999966,53684.4,74.0
2,301.0,311.6,1609,35.8,156,10.600000000000023,57602.2,62.4
2,300.4,310.4,1544,36.3,21,10.0,56047.2,8.4
2,298.5,308.7,1662,28.3,15,10.199999999999989,47034.6,6.0
1,300.4,309.7,1692,27.4,115,9.300000000000011,46360.799999999996,46.0
1,302.6,311.9,1633,30.9,89,9.299999999999955,50459.7,35.6
1,297.4,308.6,1324,59.1,118,11.200000000000045,78248.40000000001,47.199999999999996
1,302.2,311.5,1543,38.5,37,9.300000000000011,59405.5,14.799999999999999
2,303.5,312.2,1818,23.6,109,8.699999999999989,42904.8,43.6
2,300.8,311.9,1621,28.3,211,11.099999999999966,45874.3,84.39999999999999
1,301.4,310.6,1445,43.9,210,9.200000000000045,63435.5,84.0
1,302.8,312.4,1590,34.4,64,9.599999999999966,54696.0,25.6
1,297.1,308.6,1442,37.1,59,11.5,53498.200000000004,23.599999999999998
1,299.0,310.3,1868,24.0,221,11.300000000000011,44832.0,88.4
1,303.9,313.1,1425,49.3,199,9.200000000000045,70252.5,79.60000000000001
1,302.9,312.6,1328,59.9,24,9.700000000000045,79547.2,9.6
1,301.1,311.4,1531,38.7,55,10.299999999999955,59249.700000000004,22.0
1,303.6,312.7,1637,32.9,19,9.099999999999966,53857.299999999996,7.6
1,300.3,309.6,1600,34.6,177,9.300000000000011,55360.0,70.8
2,300.2,310.3,1448,40.1,209,10.100000000000023,58064.8,83.6
1,299.6,310.2,1743,24.8,99,10.599999999999966,43226.4,39.6
1,304.2,313.8,1401,53.9,142,9.600000000000023,75513.9,56.8
2,297.5,308.4,1685,28.1,15,10.899999999999977,47348.5,6.0
1,300.8,310.1,1405,61.2,189,9.300000000000011,85986.0,75.6
1,298.9,310.0,1693,28.8,56,11.100000000000023,48758.4,22.400000000000002
1,298.9,310.2,1706,27.6,103,11.300000000000011,47085.600000000006,41.199999999999996
1,298.5,308.7,1575,33.9,128,10.199999999999989,53392.5,51.2
1,301.0,310.3,1617,34.5,126,9.300000000000011,55786.5,50.4
1,301.3,310.3,1460,41.5,197,9.0,60590.0,78.8
1,297.5,308.8,1309,57.3,0,11.300000000000011,75005.7,0.0
1,301.0,311.6,1352,63.5,143,10.600000000000023,85852.0,57.199999999999996
2,302.2,310.9,1488,44.2,57,8.699999999999989,65769.6,22.8
1,302.1,310.9,1658,30.3,186,8.799999999999955,50237.4,74.4
1,298.8,310.0,1537,39.9,190,11.199999999999989,61326.299999999996,76.0
1,300.1,311.5,1334,54.0,26,11.399999999999977,72036.0,10.4
2,300.1,309.6,1501,38.0,157,9.5,57038.0,62.8
0,300.5,309.4,1642,36.2,103,8.899999999999977,59440.4,41.199999999999996
2,295.8,306.3,1235,76.2,89,10.5,94107.0,35.6
1,302.5,311.5,1603,32.4,194,9.0,51937.2,77.60000000000001
1,295.3,305.7,1475,51.0,187,10.399999999999977,75225.0,74.8
